SeriesName,Location,DayOfWeek,Category,OriginalAuthor,LessonSeq,RecordingDate,Serial,SubTopic,TelegramFileName,Type,Topic,DateInArabic,ClipLength,doubtsStatus
شرح السنة للبربهاري,جامع الورود,Sunday,Aqeedah,أحمد النجمي,2,2025-10-26,الأول,Not Available,Mp3 Editor_251026020733.mp3,Series,Not Available,٢١ / ٣ / ١٤٤٧,51:42,none
شرح السنة للبربهاري,جامع الورود,Sunday,Aqeedah,أحمد النجمي,3,2025-10-26,السادس,Not Available,Mp3 Editor_251026073911.mp3,Series,Not Available,٣ / ٥ / ١٤٤٧,1:03,none
شرح السنة للبربهاري,جامع الورود,Sunday,Aqeedah,أحمد النجمي,4,2025-11-30,السابع,Not Available,Mp3 Editor_251129225724.mp3,Series,Not Available,١٧ / ٥ / ١٤٤٧,58:20,none
شرح السنة للبربهاري,جامع الورود,Sunday,Aqeedah,أحمد النجمي,5,2025-12-28,الثالث عشر,Not Available,AUDIO-2025-12-28-07-37-23.m4a,Series,Not Available,٧ /٧ /١٤٤٧,45:08,none
منظومة سلم الوصول,Online,Saturday,Aqeedah,حافظ حكمي,1,2025-12-13,الثاني,Not Available,AUD-20251213-WA0007.m4a,Series,Not Available,Not Available,12:50,Arabic date not found
منظومة سلم الوصول,Online,Saturday,Aqeedah,حافظ حكمي,2,2025-12-13,الثالث,Not Available,AUD-20250903-WA0000.m4a,Series,Not Available,Not Available,11:08,Arabic date not found
منظومة سلم الوصول,Online,Saturday,Aqeedah,حافظ حكمي,3,2025-12-13,الخامس,Not Available,AUD-20251213-WA0008.m4a,Series,Not Available,Not Available,16:16,Arabic date not found
منظومة سلم الوصول,Online,Saturday,Aqeedah,حافظ حكمي,4,2025-12-13,العاشر,Not Available,AUD-20251213-WA0009.m4a,Series,Not Available,Not Available,18:14,Arabic date not found
منظومة سلم الوصول,Online,Saturday,Aqeedah,حافظ حكمي,5,2025-12-13,الرابع عشر,Not Available,AUD-20251213-WA0010.m4a,Series,Not Available,Not Available,26:10,Arabic date not found
الأفنان الندية,Online,Sunday,Fiqh,زيد بن هادي المدخلي,1,2025-10-26,الثامن عشر,كتاب البيوع,AUD-20251026-WA0007.m4a,Series,Not Available,Not Available,09:33,Arabic date not found
الأفنان الندية,Online,Sunday,Fiqh,زيد بن هادي المدخلي,2,2025-10-26,التاسع عشر,كتاب البيوع,AUD-20251021-WA0026.m4a,Series,Not Available,Not Available,17:12,Arabic date not found
الأفنان الندية,Online,Sunday,Fiqh,زيد بن هادي المدخلي,3,2025-10-26,العشرون,كتاب البيوع,AUD-20251021-WA0036.m4a,Series,Not Available,Not Available,18:56,Arabic date not found
الأفنان الندية,Online,Sunday,Fiqh,زيد بن هادي المدخلي,4,2025-11-30,الثالث والعشرون,كتاب البيوع,AUD-20251129-WA0010.m4a,Series,Not Available,Not Available,26:07,Arabic date not found
الملخص الفقهي,جامع الورود,Wednesday,Fiqh,صالح الفوزان,1,2025-10-15,السادس,Not Available,Mp3 Editor_251015105923.mp3,Series,Not Available,٧ / ٤ / ١٤٤٧,08:34,none
الملخص الفقهي,جامع الورود,Wednesday,Fiqh,صالح الفوزان,2,2025-10-29,الرابع عشر,Not Available,AUD-20251029-WA0004.m4a,Series,Not Available,٥ / ٥ / ١٤٤٧,05:56,none
الملخص الفقهي,جامع الورود,Wednesday,Fiqh,صالح الفوزان,3,2025-10-29,Not Available,Not Available,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
الملخص الفقهي,جامع الورود,Wednesday,Fiqh,صالح الفوزان,4,2025-12-24,السادس والعشرون,كتاب الصلاة (٥ ),AUDIO-2025-12-24-17-02-41.m4a,Series,Not Available,٤ / ٧/ ١٤٤٧,19:29,none
الملخص شرح كتاب التوحيد,جامع الورود,Monday,Aqeedah,صالح الفوزان,1,2025-12-08,العشرون,كتاب التوحيد,AUD-20251208-WA0006.m4a,Series,Not Available,٢٥ / ٥ / ١٤٤٧,08:14,none
الملخص شرح كتاب التوحيد,جامع الورود,Monday,Aqeedah,صالح الفوزان,2,2025-12-22,الثامن والعشرون,كتاب التوحيد,AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,١ /٧ / ١٤٤٧,12:04,none
الملخص شرح كتاب التوحيد,جامع الورود,Monday,Aqeedah,صالح الفوزان,3,2025-12-22,السابع والعشرون,كتاب التوحيد,AUDIO-2025-12-22-17-22-12.m4a,Series,Not Available,٦/٢٥/ ١٤٤٧,19:35,none
الملخص شرح كتاب التوحيد,جامع الورود,Monday,Aqeedah,صالح الفوزان,4,2026-01-19,الثاني والثلاثون,كتاب التوحيد,AUDIO-2026-01-18-20-41-26.m4a,Series,Not Available,٢٩ /٧/ ١٤٤٧,13:35,none
تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,جامع الورود,Saturday,Fiqh,أحمد النجمي,1,2026-01-03,Not Available,Not Available,AUD-20260103-WA0003.opus,Series,Not Available,Not Available,34:23,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,جامع الورود,Saturday,Fiqh,أحمد النجمي,2,2026-01-03,الثالث من كتاب الطهارة,كتاب سبل السلام من الفوائد والأحكام,Subulussalam.m4a,Series,Not Available,١٤ /٧ / ١٤٤٧,46:17,none
تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,جامع الورود,Saturday,Fiqh,أحمد النجمي,3,2026-01-17,Not Available,Not Available,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,جامع الورود,Saturday,Fiqh,أحمد النجمي,4,2026-01-17,الرابع من كتاب الطهارة,كتاب سبل السلام من الفوائد والأحكام,AUDIO-2026-01-17-14-52-58.m4a,Series,Not Available,٢٨ /٧ /١٤٤٧,43:41,none
Unknown,جامع الورود,Saturday,Other,Not Available,1,2025-12-13,Not Available,Not Available,AUD-20251213-WA0011.m4a,Khutba,وقفات مع السيرة النبوية (٤),الجمعة ١٦ / ٥ / ١٤٤٧,10:39,none
Unknown,جامع الورود,Saturday,Other,Not Available,2,2025-12-13,Not Available,Not Available,AUD-20251213-WA0012.mp3,Khutba,وقفات مع السيرة النبوية (٥),الجمعة ٢٣ / ٥ / ١٤٤٧,09:49,none
Unknown,جامع الورود,Saturday,Other,Not Available,3,2025-12-13,Not Available,Not Available,AUD-20251213-WA0013.m4a,Khutba,(( عناية الإسلام بالمرأة )),الجمعة ٢١ / ٦ / ١٤٤٧,10:17,none
Unknown,جامع الورود,Tuesday,Other,Not Available,1,2025-12-02,Not Available,Not Available,AUD-20251201-WA0005.mp3,Series,Not Available,٢٢ / ٥ / ١٤٤٧هـ,08:17,Type unclear - defaulted to Series; Series name not clearly identified; Serial number not found; Original author not found
Unknown,جامع الورود,Tuesday,Other,Not Available,2,2025-12-02,الرابع,Not Available,Mp3 Editor_251202161629.mp3,Series,Not Available,٢٤ / ٥ / ١٤٤٧,1:03,Series name not clearly identified
Unknown,جامع الورود,Tuesday,Other,Not Available,3,2025-12-09,الثالث,Not Available,AUD-20251111-WA0001.m4a,Series,Not Available,١٧ / ٥ / ١٤٤٧,41:24,Series name not clearly identified
الأفنان الندية,Online,Friday,Fiqh,زيد بن هادي المدخلي,1,2025-10-10,الحادي عشر,باب الربا,Mp3 Editor_251010204807.mp3,Series,Not Available,Not Available,23:24,Arabic date not found
الأفنان الندية,Online,Friday,Fiqh,زيد بن هادي المدخلي,2,2025-10-10,الثاني عشر,باب الربا والقرض,Mp3 Editor_251010205658.mp3,Series,Not Available,Not Available,10:37,Arabic date not found
الأفنان الندية,Online,Friday,Fiqh,زيد بن هادي المدخلي,3,2025-10-17,السابع عشر,باب الحوالة والضمان,AUD-20251012-WA0037.m4a,Series,Not Available,Not Available,16:31,Arabic date not found
الأفنان الندية,Online,Tuesday,Fiqh,زيد بن هادي المدخلي,1,2025-10-14,الثالث عشر,باب السلم والقرض,Mp3 Editor_251013232558.mp3,Series,Not Available,Not Available,13:02,Arabic date not found
الأفنان الندية,Online,Tuesday,Fiqh,زيد بن هادي المدخلي,2,2025-12-02,السادس والعشرون,كتاب البيوع,AUD-20251202-WA0007.m4a,Series,Not Available,Not Available,24:15,Arabic date not found
الأفنان الندية,Online,Tuesday,Fiqh,زيد بن هادي المدخلي,3,2025-12-30,الثالث,كتاب الفرائض باب أنواع الإرث,AUDIO-2025-12-29-22-32-50.m4a,Series,Not Available,١٤٤٧/٧/٩,46:48,none
الأفنان الندية,Online,Wednesday,Fiqh,زيد بن هادي المدخلي,1,2025-10-08,العاشر,باب الربا,4_5996911497937164265.mp3,Series,Not Available,Not Available,18:36,Arabic date not found
الأفنان الندية,Online,Wednesday,Fiqh,زيد بن هادي المدخلي,2,2025-10-15,الرابع عشر,باب السلم والقرض,AUD-20251012-WA0011.m4a,Series,Not Available,Not Available,23:00,Arabic date not found
الأفنان الندية,Online,Wednesday,Fiqh,زيد بن هادي المدخلي,3,2025-10-29,الواحد والعشرون,كتاب البيوع,AUD-20251029-WA0000.m4a,Series,Not Available,Not Available,25:02,Arabic date not found
التفسير الميسر,جامع الورود,Monday,Other,نخبة من أهل العلم,1,2025-10-13,الثالث,Not Available,Mp3 Editor_251013151759.mp3,Series,Not Available,٢٨ / ٣ / ١٤٤٧,06:40,none
التفسير الميسر,جامع الورود,Monday,Other,نخبة من أهل العلم,2,2025-12-15,الثالث عشر,سورة الانشقاق,AUD-20251215-WA0000.m4a,Series,Not Available,Not Available,09:04,Arabic date not found
التفسير الميسر,جامع الورود,Monday,Other,نخبة من أهل العلم,3,2025-12-22,الرابع عشر,سورة البروج,AUDIO-2025-12-22-14-05-28.m4a,Series,Not Available,٢٩ / ٦ / ١٤٤٧,22:17,none
الملخص الفقهي,جامع الورود,Monday,Fiqh,صالح الفوزان,1,2025-12-08,العشرون,Not Available,Mp3 Editor_251208211500 (1).mp3,Series,Not Available,٢٨ / ٥ / ١٤٤٧,12:09,none
الملخص الفقهي,جامع الورود,Monday,Fiqh,صالح الفوزان,2,2025-12-22,السادس والعشرون,كتاب الصلاة ( ٤ ),AUDIO-2025-12-22-17-25-03.m4a,Series,Not Available,٢ / ٧/ ١٤٤٧,10:17,none
الملخص الفقهي,جامع الورود,Monday,Fiqh,صالح الفوزان,3,2026-01-19,التاسع والعشرون,كتاب الصلاة (٨ ),AUDIO-2026-01-19-18-59-14.m4a,Series,Not Available,٣٠/ ٧/ ١٤٤٧,17:21,none
المورد العذب الزلال,جامع الورود,Monday,Aqeedah,أحمد النجمي,1,2025-12-08,الرابع,Not Available,AUD-20251208-WA0001.m4a,Series,Not Available,١٦ / ٦ / ١٤٤٧,32:50,none
المورد العذب الزلال,جامع الورود,Monday,Aqeedah,أحمد النجمي,2,2025-12-15,الخامس,Not Available,AUD-20251215-WA0003.m4a,Series,Not Available,٢٢ / ٦ / ١٤٤٧,48:06,none
المورد العذب الزلال,جامع الورود,Monday,Aqeedah,أحمد النجمي,3,2025-12-22,السادس,Not Available,AUDIO-2025-12-22-14-05-28.m4a,Series,Not Available,٢٩ / ٦ / ١٤٤٧,35:22,none
المورد العذب الزلال,جامع الورود,Tuesday,Aqeedah,أحمد النجمي,1,2025-12-02,الثاني,Not Available,AUD-20251202-WA0001.m4a,Series,Not Available,٢٤ / ٥ / ١٤٤٧,34:17,none
المورد العذب الزلال,جامع الورود,Tuesday,Aqeedah,أحمد النجمي,2,2025-12-02,الثالث,Not Available,AUD-20251202-WA0002.m4a,Series,Not Available,٨ / ٦ / ١٤٤٧,59:22,none
المورد العذب الزلال,جامع الورود,Tuesday,Aqeedah,أحمد النجمي,3,2026-01-13,Not Available,Not Available,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Friday,Hadeeth,أحمد بن يحيى النجمي,1,2025-10-10,الرابع والتسعون,كتاب النكاح (٣),Mp3 Editor_251010210205.mp3,Series,Not Available,Not Available,24:59,Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Friday,Hadeeth,أحمد بن يحيى النجمي,2,2025-10-17,السادس والتسعون,كتاب النكاح (٥),AUD-20251012-WA0033.m4a,Series,Not Available,Not Available,16:15,Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Friday,Hadeeth,أحمد بن يحيى النجمي,3,2025-10-17,السابع والتسعون,كتاب النكاح (٦),AUD-20251015-WA0055.m4a,Series,Not Available,Not Available,22:15,Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Wednesday,Hadeeth,أحمد النجمي,1,2025-10-15,الثالث,Not Available,Mp3 Editor_251015085009.mp3,Series,Not Available,٦ / ٤ / ١٤٤٧,42:13,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Wednesday,Hadeeth,أحمد النجمي,2,2025-10-22,الرابع,Not Available,Mp3 Editor_251022060402.mp3,Series,Not Available,٢٦ / ٤ / ١٤٤٧,53:01,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Wednesday,Hadeeth,أحمد النجمي,3,2025-10-22,الخامس,Not Available,Mp3 Editor_251022060954.mp3,Series,Not Available,٢٧ / ٤ / ١٤٤٧,57:12,none
شرح السنة للبربهاري,جامع الورود,Tuesday,Aqeedah,أحمد النجمي,1,2025-10-14,الثاني,Not Available,Mp3 Editor_251013230959.mp3,Series,Not Available,٢٨ / ٣ / ١٤٤٧,58:31,none
شرح السنة للبربهاري,جامع الورود,Tuesday,Aqeedah,أحمد النجمي,2,2025-12-02,الثامن,Not Available,Mp3 Editor_251202160725.mp3,Series,Not Available,٢٤ / ٥ / ١٤٤٧,52:58,none
شرح السنة للبربهاري,جامع الورود,Tuesday,Aqeedah,أحمد النجمي,3,2025-12-09,العاشر,Not Available,AUD-20251209-WA0005.m4a,Series,Not Available,١٦ / ٦ / ١٤٤٧,46:25,none
منظومة سلم الوصول,Online,Wednesday,Aqeedah,حافظ حكمي,1,2025-10-15,السادس,Not Available,Mp3 Editor_251015104815.mp3,Series,Not Available,Not Available,28:58,Arabic date not found
منظومة سلم الوصول,Online,Wednesday,Aqeedah,حافظ حكمي,2,2025-10-29,التاسع,Not Available,AUD-20251028-WA0003.m4a,Series,Not Available,Not Available,20:27,Arabic date not found
منظومة سلم الوصول,Online,Wednesday,Aqeedah,حافظ حكمي,3,2025-12-31,السادس عشر,Not Available,AUDIO-2025-12-30-21-23-04.m4a,Series,Not Available,١٠ /٧/ ١٤٤٧,18:49,none
التحفة النجمية بشرح الأربعين النووية,جامع الورود,Saturday,Hadeeth,أحمد النجمي,1,2026-01-03,الثالث,Not Available,AUDIO-2026-01-03-09-53-46.m4a,Series,Not Available,١٤ /٧ / ١٤٤٧,44:09,none
التحفة النجمية بشرح الأربعين النووية,جامع الورود,Saturday,Hadeeth,أحمد النجمي,2,2026-01-17,الرابع,Not Available,AUDIO-2026-01-17-14-56-45.m4a,Series,Not Available,٢٨ /٧ / ١٤٤٧,37:06,none
التفسير الميسر,جامع الورود,Thursday,Other,نخبة من أهل العلم,1,2025-10-09,الثاني,سورة النبأ,4_5999163297750849343.mp3,Series,Not Available,٢١ / ٣ / ١٤٤٧,17:29,none
التفسير الميسر,جامع الورود,Thursday,Other,نخبة من أهل العلم,2,2025-10-16,الخامس,Not Available,Mp3 Editor_251015223639.mp3,Series,Not Available,١٢ / ٤ / ١٤٤٧,04:40,none
التفسير الميسر,جامع الورود,Tuesday,Other,نخبة من أهل العلم,1,2025-12-02,العاشر,سورة الانفطار,Mp3 Editor_251202163202.mp3,Series,Not Available,Not Available,05:47,Arabic date not found
التفسير الميسر,جامع الورود,Tuesday,Other,نخبة من أهل العلم,2,2025-12-09,الثاني عشر,"سورة المطففين ""٢""",AUD-20251209-WA0004.m4a,Series,Not Available,Not Available,04:48,Arabic date not found
التفسير الميسر,جامع الورود,Wednesday,Other,نخبة من أهل العلم,1,2025-10-08,الاول,سورة الفاتحة,4_5996911497937164163.mp3,Series,Not Available,١٤ / ٣ / ١٤٤٧,13:02,none
التفسير الميسر,جامع الورود,Wednesday,Other,نخبة من أهل العلم,2,2025-10-15,الرابع,سورة النازعات,Mp3 Editor_251015092648.mp3,Series,Not Available,٥ / ٤ / ١٤٤٧,12:46,none
الملخص الفقهي,جامع الورود,Sunday,Fiqh,صالح الفوزان,1,2025-10-26,الثاني عشر,Not Available,Mp3 Editor_251026021742.mp3,Series,Not Available,٢٨ / ٤ / ١٤٤٧,11:02,none
الملخص الفقهي,جامع الورود,Sunday,Fiqh,صالح الفوزان,2,2025-10-26,الثالث عشر,Not Available,Mp3 Editor_251026023758.mp3,Series,Not Available,٣٠ / ٤ / ١٤٤٧,10:56,none
المورد العذب الزلال,جامع الورود,Sunday,Aqeedah,أحمد النجمي,1,2025-11-30,الأول,Not Available,AUD-20251129-WA0017.m4a,Series,Not Available,١٧ / ٥ / ١٤٤٧,42:51,none
المورد العذب الزلال,جامع الورود,Sunday,Aqeedah,أحمد النجمي,2,2025-12-28,السابع,Not Available,AUDIO-2025-12-27-19-36-27.m4a,Series,Not Available,٧ /٧ /١٤٤٧,26:55,none
تأسيس الأحكام شرح عمدة الأحكام,Online,Friday,Hadeeth,أحمد بن يحيى النجمي,1,2025-12-19,Not Available,كتاب التوحيد للإمام محمد بن عبدالوهاب 818871,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,Online,Friday,Hadeeth,أحمد بن يحيى النجمي,2,2025-12-26,الثاني,كتاب اللعان,AUDIO-2025-12-25-21-15-03.m4a,Series,Not Available,٤ / ٧ / ١٤٤٧,21:52,none
تأسيس الأحكام شرح عمدة الأحكام,Online,Tuesday,Hadeeth,أحمد بن يحيى النجمي,1,2025-10-07,Not Available,Not Available,Not Available,Series,Not Available,Not Available,Not Available,Serial number not found; Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,Online,Tuesday,Hadeeth,أحمد بن يحيى النجمي,2,2025-12-09,الثامن,كتاب الطلاق: باب العدة .,AUD-20251208-WA0011.m4a,Series,Not Available,Not Available,25:14,Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Saturday,Hadeeth,أحمد النجمي,1,2025-12-13,الأول من اول كتاب الصلاة,كتاب الصلاة بجامع الورود,AUD-20251213-WA0001.m4a,Series,Not Available,٢٦ / ٥ / ١٤٤٧,45:03,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Saturday,Hadeeth,أحمد النجمي,2,2026-01-17,Not Available,باب ونحوها ، وقد قال الله تعالى : ( وَأَنَّ الْمَسَاجِدَ لِلَّهِ فَلَا تَدْعُوا مَعَ اللَّهِ أَحَدًا ) ( الجن : ١٨ ) وقال تعالى : ” وَإِذْ بَوَّأْنَا لِإِبْرَاهِيمَ مَكَانَ الْبَيْتِ أَن لَّا تُشْرِكْ بِي شَيْئًا وَطَهِّرْ بَيْتِيَ لِلطَّائِفِينَ وَالْقَائِمِينَ وَالرُّكَّعِ السُّجُودِ ” ( الحج : ٢٦ ) .,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Sunday,Hadeeth,أحمد النجمي,1,2025-11-30,الثامن,Not Available,Mp3 Editor_251129224717.mp3,Series,Not Available,١٨ / ٥ / ١٤٤٧,55:43,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,Sunday,Hadeeth,أحمد النجمي,2,2025-12-28,التاسع من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2025-12-28-19-49-38.m4a,Series,Not Available,٨ /٧ /١٤٤٧,54:29,none
شرح السنة للبربهاري,جامع الورود,Monday,Aqeedah,أحمد النجمي,1,2025-12-08,التاسع,Not Available,Mp3 Editor_251208214714.mp3,Series,Not Available,٨ / ٦ / ١٤٤٧,43:47,none
شرح السنة للبربهاري,جامع الورود,Monday,Aqeedah,أحمد النجمي,2,2025-12-22,الثاني عشر,Not Available,AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,٢٩ / ٦ / ١٤٤٧,48:06,none
شرح السنة للبربهاري,جامع الورود,Thursday,Aqeedah,أحمد النجمي,1,2025-10-16,الثالث,Not Available,Mp3 Editor_251015223341.mp3,Series,Not Available,١٢ / ٤ / ١٤٤٧,59:21,none
شرح السنة للبربهاري,جامع الورود,Thursday,Aqeedah,أحمد النجمي,2,2025-12-18,الحادي عشر,Not Available,AUD-20251215-WA0004.m4a,Series,Not Available,٢٢ / ٦ / ١٤٤٧,48:15,none
مختصر السيرة النبوية,جامع الورود,Saturday,Other,محمد بن عبدالوهاب,1,2026-01-03,الثاني,Not Available,AUDIO-2026-01-03-09-52-35.m4a,Series,Not Available,١٤/ ٧ / ١٤٤٧,36:08,none
مختصر السيرة النبوية,جامع الورود,Saturday,Other,محمد بن عبدالوهاب,2,2026-01-17,الثالث,Not Available,AUDIO-2026-01-17-14-54-56.m4a,Series,Not Available,٢٨/ ٧ / ١٤٤٧,27:14,none
