TelegramFileName,Type,Topic,SeriesName,SequenceInSeries,SubTopic,Serial,OriginalAuthor,Location/Online,Sheikh,DateInArabic,DateInGreg,DayOfWeek,ClipLength,Category,MatchedBy,doubtsStatus
Mp3 Editor_251017122807.mp3,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,3,Not Available,الرابع  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,1:06,Aqeedah,Manual-style (7),Day mismatch: Friday (expected: Saturday)
Mp3 Editor_251026012445.mp3,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,4,Not Available,الخامس  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,1:08,Aqeedah,Manual-style (7),Day mismatch: Sunday (expected: Saturday)
Mp3 Editor_251026020733.mp3,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,5,Not Available,الأول  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,51:42,Aqeedah,Manual-style (7),Day mismatch: Sunday (expected: Saturday)
Mp3 Editor_251026073911.mp3,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,6,Not Available,السادس  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,1:03,Aqeedah,Manual-style (7),Day mismatch: Sunday (expected: Saturday)
Mp3 Editor_251129225724.mp3,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,7,Not Available,السابع  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,30.11.2025,Sunday,58:20,Aqeedah,Manual-style (7),Day mismatch: Sunday (expected: Saturday)
Mp3 Editor_251202160725.mp3,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,8,Not Available,الثامن  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.12.2025,Tuesday,52:58,Aqeedah,Manual-style (7),Day mismatch: Tuesday (expected: Saturday)
Mp3 Editor_251208214714.mp3,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,9,Not Available,التاسع  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,08.12.2025,Monday,43:47,Aqeedah,Manual-style (7),Day mismatch: Monday (expected: Saturday)
AUD-20251209-WA0005.m4a,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,10,Not Available,العاشر  بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.12.2025,Tuesday,46:25,Aqeedah,Manual-style (7),Day mismatch: Tuesday (expected: Saturday)
AUD-20251215-WA0004.m4a,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,11,Not Available,الحادي عشر,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.12.2025,Thursday,48:15,Aqeedah,Manual-style (7),Day mismatch: Thursday (expected: Saturday)
AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,12,Not Available,الثاني عشر,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,48:06,Aqeedah,Manual-style (7),Day mismatch: Monday (expected: Saturday)
AUDIO-2025-12-28-07-37-23.m4a,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,13,Not Available,الثالث عشر,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,45:08,Aqeedah,Manual-style (7),Day mismatch: Sunday (expected: Saturday)
AUDIO-2026-01-17-19-28-05.m4a,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,14,Not Available,الرابع عشر,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,45:08,Aqeedah,Manual-style (7),none
4_5996911497937164380.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,1,Not Available,الرابع عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,09.10.2025,Thursday,26:56,Aqeedah,Manual-style (5),Day mismatch: Thursday (expected: Tuesday)
Mp3 Editor_251015104815.mp3,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,2,Not Available,السادس عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,15.10.2025,Wednesday,28:58,Aqeedah,Manual-style (5),Day mismatch: Wednesday (expected: Tuesday)
Mp3 Editor_251017165500.mp3,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,3,Not Available,السابع عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,24:03,Aqeedah,Manual-style (5),Day mismatch: Friday (expected: Tuesday)
AUD-20251021-WA0054.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,4,Not Available,الثامن عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,38:24,Aqeedah,Manual-style (5),Day mismatch: Sunday (expected: Tuesday)
AUD-20251028-WA0003.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,5,Not Available,التاسع عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,29.10.2025,Wednesday,20:27,Aqeedah,Manual-style (5),Day mismatch: Wednesday (expected: Tuesday)
AUD-20251208-WA0008.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,6,Not Available,الثالث عشر,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,09.12.2025,Tuesday,28:36,Aqeedah,Manual-style (5),none
AUD-20251213-WA0007.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,7,Not Available,الثاني عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,12:50,Aqeedah,Manual-style (5),Day mismatch: Saturday (expected: Tuesday)
AUD-20250903-WA0000.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,8,Not Available,الثالث عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,11:08,Aqeedah,Manual-style (5),Day mismatch: Saturday (expected: Tuesday)
AUD-20251213-WA0008.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,9,Not Available,الخامس عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,16:16,Aqeedah,Manual-style (5),Day mismatch: Saturday (expected: Tuesday)
AUD-20251213-WA0009.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,10,Not Available,العاشر عن,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,18:14,Aqeedah,Manual-style (5),Day mismatch: Saturday (expected: Tuesday)
AUD-20251213-WA0010.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,11,Not Available,الرابع عشر,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,26:10,Aqeedah,Manual-style (5),Day mismatch: Saturday (expected: Tuesday)
Not Available,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,12,Not Available,الخامس عشر,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,Not Available,Aqeedah,Manual-style (5),Day mismatch: Monday (expected: Tuesday)
AUDIO-2025-12-30-21-23-04.m4a,Series,Not Available,معارج القبول شرح منظومة سلم الوصول,13,Not Available,السادس عشر,حافظ حكمي,Online,حسن بن محمد منصور الدغريري,Not Available,31.12.2025,Wednesday,18:49,Aqeedah,Manual-style (5),Day mismatch: Wednesday (expected: Tuesday)
AUD-20251012-WA0020.m4a,Series,Not Available,مختصر السيرة النبوية,1,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,١١/ ٤ / ١٤٤٧,16.10.2025,Thursday,11:04,Seerah,Manual-style (11),Day mismatch: Thursday (expected: Saturday)
AUD-20251017-WA0000.m4a,Series,Not Available,مختصر السيرة النبوية,2,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,٢٥/ ٤ / ١٤٤٧,17.10.2025,Friday,09:44,Seerah,Manual-style (11),Day mismatch: Friday (expected: Saturday)
AUD-20251026-WA0003.m4a,Series,Not Available,مختصر السيرة النبوية,3,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,٥/ ٢ / ١٤٤٧,26.10.2025,Sunday,10:45,Seerah,Manual-style (11),Day mismatch: Sunday (expected: Saturday)
AUDIO-2025-11-28-23-15-18.m4a,Series,Not Available,مختصر السيرة النبوية,4,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,٧ / ٦ / ١٤٤٧,28.11.2025,Friday,12:16,Seerah,Manual-style (11),Day mismatch: Friday (expected: Saturday)
AUD-20251213-WA0011.m4a,Series,Not Available,مختصر السيرة النبوية,5,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,١٦ / ٥ / ١٤٤٧,13.12.2025,Saturday,10:39,Seerah,Manual-style (11),none
AUD-20251213-WA0012.mp3,Series,Not Available,مختصر السيرة النبوية,6,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,٢٣ / ٥ / ١٤٤٧,13.12.2025,Saturday,09:49,Seerah,Manual-style (11),none
AUDIO-2025-12-19-17-36-02.m4a,Series,Not Available,مختصر السيرة النبوية,7,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,٢٨ / ٦ / ١٤٤٧,19.12.2025,Friday,10:27,Seerah,Manual-style (11),Day mismatch: Friday (expected: Saturday)
AUDIO-2025-12-22-07-20-10.m4a,Series,Not Available,مختصر السيرة النبوية,8,Not Available,الاول بجامع,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,43:13,Seerah,Manual-style (11),Day mismatch: Monday (expected: Saturday)
AUDIO-2025-12-27-10-21-24.m4a,Series,Not Available,مختصر السيرة النبوية,9,Not Available,الثاني بجامع,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,37:48,Seerah,Manual-style (11),Day mismatch: Sunday (expected: Saturday)
AUD-20260102-WA0003.mp3,Series,Not Available,مختصر السيرة النبوية,10,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,١٢ / ٧ / ١٤٤٧,02.01.2026,Friday,12:27,Seerah,Manual-style (11),Day mismatch: Friday (expected: Saturday)
AUDIO-2026-01-03-09-52-35.m4a,Series,Not Available,مختصر السيرة النبوية,11,Not Available,الثاني بجامع,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,Saturday,36:08,Seerah,Manual-style (11),none
AUDIO-2026-01-16-14-51-11.m4a,Series,Not Available,مختصر السيرة النبوية,12,Not Available,Not Available,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,٢٧ / ٧ / ١٤٤٧,16.01.2026,Friday,12:27,Seerah,Manual-style (11),Day mismatch: Friday (expected: Saturday)
AUDIO-2026-01-17-14-54-56.m4a,Series,Not Available,مختصر السيرة النبوية,13,Not Available,الثالث بجامع,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,27:14,Seerah,Manual-style (11),none
AUD-20251129-WA0017.m4a,Series,Not Available,المورد العذب الزلال,1,Not Available,الأول بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,30.11.2025,Sunday,42:51,Aqeedah,Manual-style (9),Day mismatch: Sunday (expected: Saturday)
AUD-20251202-WA0001.m4a,Series,Not Available,المورد العذب الزلال,2,Not Available,الثاني بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.12.2025,Tuesday,34:17,Aqeedah,Manual-style (9),Day mismatch: Tuesday (expected: Saturday)
AUD-20251202-WA0002.m4a,Series,Not Available,المورد العذب الزلال,3,Not Available,الثالث بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.12.2025,Tuesday,59:22,Aqeedah,Manual-style (9),Day mismatch: Tuesday (expected: Saturday)
AUD-20251208-WA0001.m4a,Series,Not Available,المورد العذب الزلال,4,Not Available,الرابع بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,08.12.2025,Monday,32:50,Aqeedah,Manual-style (9),Day mismatch: Monday (expected: Saturday)
AUD-20251215-WA0003.m4a,Series,Not Available,المورد العذب الزلال,5,Not Available,الخامس بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,15.12.2025,Monday,48:06,Aqeedah,Manual-style (9),Day mismatch: Monday (expected: Saturday)
AUDIO-2025-12-22-14-05-28.m4a,Series,Not Available,المورد العذب الزلال,6,Not Available,السادس بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,35:22,Aqeedah,Manual-style (9),Day mismatch: Monday (expected: Saturday)
AUDIO-2025-12-27-19-36-27.m4a,Series,Not Available,المورد العذب الزلال,7,Not Available,السابع بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,26:55,Aqeedah,Manual-style (9),Day mismatch: Sunday (expected: Saturday)
Not Available,Series,Not Available,المورد العذب الزلال,8,Not Available,Not Available,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,13.01.2026,Tuesday,Not Available,Aqeedah,Manual-style (9),Day mismatch: Tuesday (expected: Saturday)
AUDIO-2026-01-17-21-35-58.m4a,Series,Not Available,المورد العذب الزلال,9,Not Available,الثامن بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,20:37,Aqeedah,Manual-style (9),none
Not Available,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,1,Not Available,Not Available,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,Not Available,07.10.2025,Tuesday,Not Available,Hadeeth,Manual-style (1),Day mismatch: Tuesday (expected: Wednesday)
AUD-20251022-WA0024.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,2,النكاح: باب الصداق .,السابع عن,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,20:30,Hadeeth,Manual-style (1),Day mismatch: Sunday (expected: Wednesday)
AUD-20251208-WA0011.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,3,الطلاق: باب العدة .,الثامن عن,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,Not Available,09.12.2025,Tuesday,25:14,Hadeeth,Manual-style (1),Day mismatch: Tuesday (expected: Wednesday)
Not Available,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,4,التوحيد للإمام محمد بن عبدالوهاب 818871,Not Available,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,Not Available,19.12.2025,Friday,Not Available,Hadeeth,Manual-style (1),Day mismatch: Friday (expected: Wednesday)
AUDIO-2025-12-22-07-20-24.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,5,اللعان,الاول عن,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,29:17,Hadeeth,Manual-style (1),Day mismatch: Monday (expected: Wednesday)
AUDIO-2025-12-25-21-15-03.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,6,اللعان,الثاني عن,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,Not Available,26.12.2025,Friday,21:52,Hadeeth,Manual-style (1),Day mismatch: Friday (expected: Wednesday)
AUDIO-2025-12-31-23-27-32.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,7,اللعان,الثالث عن,أحمد بن يحيى النجمي,Online,حسن بن محمد منصور الدغريري,Not Available,01.01.2026,Thursday,21:03,Hadeeth,Manual-style (1),Day mismatch: Thursday (expected: Wednesday)
AUDIO-2025-12-22-07-20-10.m4a,Series,Not Available,التحفة النجمية بشرح الأربعين النووية,1,Not Available,الاول بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,52:42,Hadeeth,Manual-style (10),Day mismatch: Monday (expected: Saturday)
AUDIO-2025-12-27-10-21-24.m4a,Series,Not Available,التحفة النجمية بشرح الأربعين النووية,2,Not Available,الثاني بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,43:18,Hadeeth,Manual-style (10),Day mismatch: Sunday (expected: Saturday)
Not Available,Series,Not Available,التحفة النجمية بشرح الأربعين النووية,3,Not Available,Not Available,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.01.2026,Friday,Not Available,Hadeeth,Manual-style (10),Day mismatch: Friday (expected: Saturday)
AUDIO-2026-01-03-09-53-46.m4a,Series,Not Available,التحفة النجمية بشرح الأربعين النووية,4,Not Available,الثالث بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,Saturday,44:09,Hadeeth,Manual-style (10),none
AUDIO-2026-01-17-14-56-45.m4a,Series,Not Available,التحفة النجمية بشرح الأربعين النووية,5,Not Available,الرابع بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,37:06,Hadeeth,Manual-style (10),none
AUDIO-2025-12-22-07-20-10.m4a,Series,Not Available,تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,1,سبل السلام من الفوائد والأحكام,الاول من,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,47:59,Fiqh,Manual-style (12),Day mismatch: Monday (expected: Saturday)
AUDIO-2025-12-27-10-25-24.m4a,Series,Not Available,تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,2,سبل السلام من الفوائد والأحكام,الثاني من,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,1:11,Fiqh,Manual-style (12),Day mismatch: Sunday (expected: Saturday)
Subulussalam.m4a,Series,Not Available,تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,3,سبل السلام من الفوائد والأحكام,الثالث من,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,Saturday,46:17,Fiqh,Manual-style (12),none
AUDIO-2026-01-17-14-52-58.m4a,Series,Not Available,تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,4,سبل السلام من الفوائد والأحكام,الرابع من,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,43:41,Fiqh,Manual-style (12),none
AUD-20260102-WA0002.m4a,Series,Not Available,صحيح البخاري,1,العلم والإيمان (من حديث ١ - ٣٠),الأول كتاب,محمد بن إسماعيل البخاري,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.01.2026,Friday,1:07,Hadeeth,Manual-style (8),none
Not Available,Series,Not Available,صحيح البخاري,2,الله ، وسنة نبيه صلى الله عليه وسلم ؛ وما كان عليه سلفنا الصالحين ؛ أوردت بعضها دلالةً على غيرها ؛ و,Not Available,محمد بن إسماعيل البخاري,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.01.2026,Sunday,Not Available,Hadeeth,Manual-style (8),Day mismatch: Sunday (expected: Friday)
Not Available,Series,Not Available,صحيح البخاري,3,Not Available,Not Available,محمد بن إسماعيل البخاري,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,Not Available,Hadeeth,Manual-style (8),Day mismatch: Saturday (expected: Friday)
Not Available,Series,Not Available,غنية السائل بما في لامية شيخ الإسلام من مسائل,1,Not Available,Not Available,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.11.2025,Tuesday,Not Available,Aqeedah,Manual-style (13),Day mismatch: Tuesday (expected: Saturday)
AUDIO-2026-01-17-21-42-37.m4a,Series,Not Available,غنية السائل بما في لامية شيخ الإسلام من مسائل,2,Not Available,Not Available,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,51:16,Aqeedah,Manual-style (13),none
